Subject,Abund,Treat,Time,Individual,OTU_name
582.T5,0.301979749131027,Letrozole,5,12,S24-7
583.T5,0.500756429652039,Letrozole,5,13,S24-7
584.T5,0.583549070369502,Letrozole,5,14,S24-7
585.T5,0.178966367542009,Letrozole,5,15,S24-7
586.T5,0.456400374075438,Letrozole,5,16,S24-7
570.T1,0.009057846702807,Placebo,1,1,Erysipelotrichaceae
571.T1,0.00342455374731,Placebo,1,2,Erysipelotrichaceae
572.T1,0.005156086479312,Placebo,1,3,Erysipelotrichaceae
573.T1,0.031999809383116,Placebo,1,4,Erysipelotrichaceae
574.T1,0.005843996062992,Placebo,1,5,Erysipelotrichaceae
575.T1,0.012303948080043,Placebo,1,6,Erysipelotrichaceae
576.T1,0.000490492001207,Placebo,1,7,Erysipelotrichaceae
577.T1,0.004062207052376,Placebo,1,8,Erysipelotrichaceae
578.T1,0.020834252924299,Letrozole,1,9,Erysipelotrichaceae
580.T1,0.010877323207811,Letrozole,1,10,Erysipelotrichaceae
581.T1,0.010090200275187,Letrozole,1,11,Erysipelotrichaceae
582.T1,0.00891004240729,Letrozole,1,12,Erysipelotrichaceae
583.T1,0.002823542312015,Letrozole,1,13,Erysipelotrichaceae
584.T1,0.005403483825098,Letrozole,1,14,Erysipelotrichaceae
585.T1,0.00964865855148,Letrozole,1,15,Erysipelotrichaceae
586.T1,0.000852974186308,Letrozole,1,16,Erysipelotrichaceae
570.T2,0.01340368355509,Placebo,2,1,Erysipelotrichaceae
571.T2,0.004607946819761,Placebo,2,2,Erysipelotrichaceae
572.T2,0.046790222938491,Placebo,2,3,Erysipelotrichaceae
573.T2,0.021690216902169,Placebo,2,4,Erysipelotrichaceae
574.T2,0.014190110298674,Placebo,2,5,Erysipelotrichaceae
575.T2,0.010381872348109,Placebo,2,6,Erysipelotrichaceae
576.T2,0.008728788717715,Placebo,2,7,Erysipelotrichaceae
577.T2,0.007745533409067,Placebo,2,8,Erysipelotrichaceae
578.T2,0.009309600059581,Letrozole,2,9,Erysipelotrichaceae
580.T2,0.001537758197914,Letrozole,2,10,Erysipelotrichaceae
581.T2,0.002173794902451,Letrozole,2,11,Erysipelotrichaceae
582.T2,0.002917917706263,Letrozole,2,12,Erysipelotrichaceae
583.T2,0.004900047699579,Letrozole,2,13,Erysipelotrichaceae
584.T2,0.015280924989832,Letrozole,2,14,Erysipelotrichaceae
585.T2,0.001932197435447,Letrozole,2,15,Erysipelotrichaceae
586.T2,0.01729925122644,Letrozole,2,16,Erysipelotrichaceae
570.T3,0.007974017790058,Placebo,3,1,Erysipelotrichaceae
571.T3,0.012285988674372,Placebo,3,2,Erysipelotrichaceae
572.T3,0.008894198858357,Placebo,3,3,Erysipelotrichaceae
573.T3,0.007873237580709,Placebo,3,4,Erysipelotrichaceae
574.T3,0.01657539461739,Placebo,3,5,Erysipelotrichaceae
575.T3,0.001679067623625,Placebo,3,6,Erysipelotrichaceae
576.T3,0.0027910823197,Placebo,3,7,Erysipelotrichaceae
577.T3,0.001726651830251,Placebo,3,8,Erysipelotrichaceae
578.T3,0.002405603641424,Letrozole,3,9,Erysipelotrichaceae
580.T3,0.024026435255242,Letrozole,3,10,Erysipelotrichaceae
581.T3,0.003815105606547,Letrozole,3,11,Erysipelotrichaceae
582.T3,0.001859238726252,Letrozole,3,12,Erysipelotrichaceae
583.T3,0.003079323370012,Letrozole,3,13,Erysipelotrichaceae
584.T3,0.002153396251495,Letrozole,3,14,Erysipelotrichaceae
585.T3,0.001105852169682,Letrozole,3,15,Erysipelotrichaceae
586.T3,0.000940053510738,Letrozole,3,16,Erysipelotrichaceae
570.T4,0.004228329809725,Placebo,4,1,Erysipelotrichaceae
571.T4,0.003405940594059,Placebo,4,2,Erysipelotrichaceae
572.T4,0.01077628242637,Placebo,4,3,Erysipelotrichaceae
573.T4,0.017795239195748,Placebo,4,4,Erysipelotrichaceae
574.T4,0.003414489311164,Placebo,4,5,Erysipelotrichaceae
575.T4,0.0055817947617,Placebo,4,6,Erysipelotrichaceae
576.T4,0.001961381082818,Placebo,4,7,Erysipelotrichaceae
577.T4,0.001032684463262,Placebo,4,8,Erysipelotrichaceae
578.T4,0.0021967888913,Letrozole,4,9,Erysipelotrichaceae
581.T4,0.005242102358946,Letrozole,4,11,Erysipelotrichaceae
582.T4,0.0038926693014,Letrozole,4,12,Erysipelotrichaceae
583.T4,0.002425387423728,Letrozole,4,13,Erysipelotrichaceae
584.T4,0.000842459983151,Letrozole,4,14,Erysipelotrichaceae
585.T4,0.004317015557547,Letrozole,4,15,Erysipelotrichaceae
586.T4,0.001448109412711,Letrozole,4,16,Erysipelotrichaceae
570.T5,0.003841857170104,Placebo,5,1,Erysipelotrichaceae
571.T5,0.006534377552491,Placebo,5,2,Erysipelotrichaceae
572.T5,0.008055774013221,Placebo,5,3,Erysipelotrichaceae
573.T5,0.01035339591386,Placebo,5,4,Erysipelotrichaceae
574.T5,0.002506670979219,Placebo,5,5,Erysipelotrichaceae
575.T5,0.007484800490472,Placebo,5,6,Erysipelotrichaceae
576.T5,0.003226188362043,Placebo,5,7,Erysipelotrichaceae
577.T5,0.001086462175956,Placebo,5,8,Erysipelotrichaceae
578.T5,0.001089324618736,Letrozole,5,9,Erysipelotrichaceae
580.T5,0.010994196196858,Letrozole,5,10,Erysipelotrichaceae
581.T5,0.003056637698532,Letrozole,5,11,Erysipelotrichaceae
582.T5,0.029892700619616,Letrozole,5,12,Erysipelotrichaceae
583.T5,0.006354009077156,Letrozole,5,13,Erysipelotrichaceae
584.T5,0.002612379383384,Letrozole,5,14,Erysipelotrichaceae
585.T5,0.002033708722068,Letrozole,5,15,Erysipelotrichaceae
586.T5,0.001813699095984,Letrozole,5,16,Erysipelotrichaceae
570.T1,0.09325464900844,Placebo,1,1,Lachnospiraceae
571.T1,0.136345728399551,Placebo,1,2,Lachnospiraceae
572.T1,0.011409755724022,Placebo,1,3,Lachnospiraceae
573.T1,0.042388429555148,Placebo,1,4,Lachnospiraceae
574.T1,0.081477608267717,Placebo,1,5,Lachnospiraceae
575.T1,0.085640886965928,Placebo,1,6,Lachnospiraceae
576.T1,0.06017959553275,Placebo,1,7,Lachnospiraceae
577.T1,0.06725476528135,Placebo,1,8,Lachnospiraceae
578.T1,0.056411388214522,Letrozole,1,9,Lachnospiraceae
580.T1,0.032317926171239,Letrozole,1,10,Lachnospiraceae
581.T1,0.045864546705397,Letrozole,1,11,Lachnospiraceae
582.T1,0.074348100694758,Letrozole,1,12,Lachnospiraceae
583.T1,0.073823295594726,Letrozole,1,13,Lachnospiraceae
584.T1,0.03052494371371,Letrozole,1,14,Lachnospiraceae
585.T1,0.041485160607418,Letrozole,1,15,Lachnospiraceae
586.T1,0.116902356902357,Letrozole,1,16,Lachnospiraceae
570.T2,0.027462803958839,Placebo,2,1,Lachnospiraceae
571.T2,0.103338872941532,Placebo,2,2,Lachnospiraceae
572.T2,0.064302981466559,Placebo,2,3,Lachnospiraceae
573.T2,0.042615426154262,Placebo,2,4,Lachnospiraceae
574.T2,0.022958235221217,Placebo,2,5,Lachnospiraceae
575.T2,0.064503024284554,Placebo,2,6,Lachnospiraceae
576.T2,0.071817086278214,Placebo,2,7,Lachnospiraceae
577.T2,0.09568315604668,Placebo,2,8,Lachnospiraceae
578.T2,0.097117747821554,Letrozole,2,9,Lachnospiraceae
580.T2,0.060886912430905,Letrozole,2,10,Lachnospiraceae
581.T2,0.09042986794196,Letrozole,2,11,Lachnospiraceae
582.T2,0.096164418319449,Letrozole,2,12,Lachnospiraceae
583.T2,0.026191405403062,Letrozole,2,13,Lachnospiraceae
584.T2,0.067282551856371,Letrozole,2,14,Lachnospiraceae
585.T2,0.146320042157035,Letrozole,2,15,Lachnospiraceae
586.T2,0.017729580858938,Letrozole,2,16,Lachnospiraceae
570.T3,0.073559708184881,Placebo,3,1,Lachnospiraceae
571.T3,0.141404775308805,Placebo,3,2,Lachnospiraceae
572.T3,0.08675162617815,Placebo,3,3,Lachnospiraceae
573.T3,0.08117011463961,Placebo,3,4,Lachnospiraceae
574.T3,0.02468738102908,Placebo,3,5,Lachnospiraceae
575.T3,0.135675248567854,Placebo,3,6,Lachnospiraceae
576.T3,0.119499672650839,Placebo,3,7,Lachnospiraceae
577.T3,0.016806077814443,Placebo,3,8,Lachnospiraceae
578.T3,0.150703992830358,Letrozole,3,9,Lachnospiraceae
580.T3,0.01318674531361,Letrozole,3,10,Lachnospiraceae
581.T3,0.169855136569722,Letrozole,3,11,Lachnospiraceae
582.T3,0.105131498884457,Letrozole,3,12,Lachnospiraceae
583.T3,0.11882082443751,Letrozole,3,13,Lachnospiraceae
584.T3,0.011298684035624,Letrozole,3,14,Lachnospiraceae
585.T3,0.077055779183439,Letrozole,3,15,Lachnospiraceae
586.T3,0.082218526285342,Letrozole,3,16,Lachnospiraceae
570.T4,0.033826638477801,Placebo,4,1,Lachnospiraceae
571.T4,0.146244224422442,Placebo,4,2,Lachnospiraceae
572.T4,0.182855471035693,Placebo,4,3,Lachnospiraceae
573.T4,0.087219782759418,Placebo,4,4,Lachnospiraceae
574.T4,0.171689429928741,Placebo,4,5,Lachnospiraceae
575.T4,0.092982205047469,Placebo,4,6,Lachnospiraceae
576.T4,0.136315985255825,Placebo,4,7,Lachnospiraceae
577.T4,0.200650591211855,Placebo,4,8,Lachnospiraceae
578.T4,0.076101106530701,Letrozole,4,9,Lachnospiraceae
581.T4,0.048788338621419,Letrozole,4,11,Lachnospiraceae
582.T4,0.150268921047158,Letrozole,4,12,Lachnospiraceae
583.T4,0.077306032832087,Letrozole,4,13,Lachnospiraceae
584.T4,0.131423757371525,Letrozole,4,14,Lachnospiraceae
585.T4,0.069642420786837,Letrozole,4,15,Lachnospiraceae
586.T4,0.109627245910432,Letrozole,4,16,Lachnospiraceae
570.T5,0.047355657883981,Placebo,5,1,Lachnospiraceae
571.T5,0.132753567481862,Placebo,5,2,Lachnospiraceae
572.T5,0.109124917635556,Placebo,5,3,Lachnospiraceae
573.T5,0.03841109884042,Placebo,5,4,Lachnospiraceae
574.T5,0.06893345192852,Placebo,5,5,Lachnospiraceae
575.T5,0.051218515301691,Placebo,5,6,Lachnospiraceae
576.T5,0.061682353637601,Placebo,5,7,Lachnospiraceae
577.T5,0.147809389054525,Placebo,5,8,Lachnospiraceae
578.T5,0.036788048552754,Letrozole,5,9,Lachnospiraceae
580.T5,0.03996602651819,Letrozole,5,10,Lachnospiraceae
581.T5,0.047497752472281,Letrozole,5,11,Lachnospiraceae
582.T5,0.077739156717546,Letrozole,5,12,Lachnospiraceae
583.T5,0.025264750378215,Letrozole,5,13,Lachnospiraceae
584.T5,0.048717345257708,Letrozole,5,14,Lachnospiraceae
585.T5,0.132750336833007,Letrozole,5,15,Lachnospiraceae
586.T5,0.037747612435175,Letrozole,5,16,Lachnospiraceae
570.T1,0.023536677417141,Placebo,1,1,Lactobacillus
571.T1,0.010819165378671,Placebo,1,2,Lactobacillus
572.T1,0.005002935395768,Placebo,1,3,Lactobacillus
573.T1,0.021110819890872,Placebo,1,4,Lactobacillus
574.T1,0.012364665354331,Placebo,1,5,Lactobacillus
575.T1,0.00565170362358,Placebo,1,6,Lactobacillus
576.T1,0.046370359191066,Placebo,1,7,Lactobacillus
577.T1,0.016633415859433,Placebo,1,8,Lactobacillus
578.T1,0.008916354005738,Letrozole,1,9,Lactobacillus
580.T1,0.029634282125218,Letrozole,1,10,Lactobacillus
581.T1,0.006650359272283,Letrozole,1,11,Lactobacillus
582.T1,0.004060272489398,Letrozole,1,12,Lactobacillus
583.T1,0.00224786863675,Letrozole,1,13,Lactobacillus
584.T1,0.053039459651618,Letrozole,1,14,Lactobacillus
585.T1,0.011887798721655,Letrozole,1,15,Lactobacillus
586.T1,0.004130190796857,Letrozole,1,16,Lactobacillus
570.T2,0.062004325883201,Placebo,2,1,Lactobacillus
571.T2,0.024474996222994,Placebo,2,2,Lactobacillus
572.T2,0.003921568627451,Placebo,2,3,Lactobacillus
573.T2,0.011880118801188,Placebo,2,4,Lactobacillus
574.T2,0.034266947577147,Placebo,2,5,Lactobacillus
575.T2,0.001895820167916,Placebo,2,6,Lactobacillus
576.T2,0.039116698693939,Placebo,2,7,Lactobacillus
577.T2,0.012186305896933,Placebo,2,8,Lactobacillus
578.T2,0.025694496164445,Letrozole,2,9,Lactobacillus
580.T2,0.029009600598479,Letrozole,2,10,Lactobacillus
581.T2,0.026411608064779,Letrozole,2,11,Lactobacillus
582.T2,0.033661775278048,Letrozole,2,12,Lactobacillus
583.T2,0.114001994709683,Letrozole,2,13,Lactobacillus
584.T2,0.080413688919877,Letrozole,2,14,Lactobacillus
585.T2,0.013964517828913,Letrozole,2,15,Lactobacillus
586.T2,0.04561494104484,Letrozole,2,16,Lactobacillus
570.T3,0.005816912673599,Placebo,3,1,Lactobacillus
571.T3,0.006292015763155,Placebo,3,2,Lactobacillus
572.T3,0.004845347139254,Placebo,3,3,Lactobacillus
573.T3,0.027704572407432,Placebo,3,4,Lactobacillus
574.T3,0.009664099335227,Placebo,3,5,Lactobacillus
575.T3,0.012148548100349,Placebo,3,6,Lactobacillus
576.T3,0.00296337135178,Placebo,3,7,Lactobacillus
577.T3,0.010590131225539,Placebo,3,8,Lactobacillus
578.T3,0.010400698096743,Letrozole,3,9,Lactobacillus
580.T3,0.04289552515364,Letrozole,3,10,Lactobacillus
581.T3,0.012827601459693,Letrozole,3,11,Lactobacillus
582.T3,0.036069231289298,Letrozole,3,12,Lactobacillus
583.T3,0.014164887502053,Letrozole,3,13,Lactobacillus
584.T3,0.097594044928885,Letrozole,3,14,Lactobacillus
585.T3,0.004467642765515,Letrozole,3,15,Lactobacillus
586.T3,0.010774459469231,Letrozole,3,16,Lactobacillus
570.T4,0.004228329809725,Placebo,4,1,Lactobacillus
571.T4,0.004382838283828,Placebo,4,2,Lactobacillus
572.T4,0.009020869904428,Placebo,4,3,Lactobacillus
573.T4,0.014005084354056,Placebo,4,4,Lactobacillus
574.T4,0.010280581947744,Placebo,4,5,Lactobacillus
575.T4,0.007633223605744,Placebo,4,6,Lactobacillus
576.T4,0.002942071624226,Placebo,4,7,Lactobacillus
577.T4,0.004130737853049,Placebo,4,8,Lactobacillus
578.T4,0.016489477110002,Letrozole,4,9,Lactobacillus
581.T4,0.054398307812572,Letrozole,4,11,Lactobacillus
582.T4,0.012004873265385,Letrozole,4,12,Lactobacillus
583.T4,0.005642217059409,Letrozole,4,13,Lactobacillus
584.T4,0.008108677337826,Letrozole,4,14,Lactobacillus
585.T4,0.00647552333632,Letrozole,4,15,Lactobacillus
586.T4,0.010136765888978,Letrozole,4,16,Lactobacillus
570.T5,0.004877251301054,Placebo,5,1,Lactobacillus
571.T5,0.007687503002931,Placebo,5,2,Lactobacillus
572.T5,0.00293323697579,Placebo,5,3,Lactobacillus
573.T5,0.008972943125345,Placebo,5,4,Lactobacillus
574.T5,0.005073987224064,Placebo,5,5,Lactobacillus
575.T5,0.007152710366321,Placebo,5,6,Lactobacillus
576.T5,0.009589770911028,Placebo,5,7,Lactobacillus
577.T5,0.002956187781091,Placebo,5,8,Lactobacillus
578.T5,0.00239651416122,Letrozole,5,9,Lactobacillus
580.T5,0.033643184070212,Letrozole,5,10,Lactobacillus
581.T5,0.025861552292478,Letrozole,5,11,Lactobacillus
582.T5,0.01066948768324,Letrozole,5,12,Lactobacillus
583.T5,0.002057488653555,Letrozole,5,13,Lactobacillus
584.T5,0.008966815721346,Letrozole,5,14,Lactobacillus
585.T5,0.005160535882248,Letrozole,5,15,Lactobacillus
586.T5,0.018618754782214,Letrozole,5,16,Lactobacillus
570.T1,0.02360529746792,Placebo,1,1,Oscillospira
571.T1,0.032881777131254,Placebo,1,2,Oscillospira
572.T1,0.005590014549353,Placebo,1,3,Oscillospira
573.T1,0.007958254902428,Placebo,1,4,Oscillospira
574.T1,0.027528297244095,Placebo,1,5,Oscillospira
575.T1,0.028285559762034,Placebo,1,6,Oscillospira
576.T1,0.011205855719891,Placebo,1,7,Oscillospira
577.T1,0.016657452587554,Placebo,1,8,Oscillospira
578.T1,0.00569410726109,Letrozole,1,9,Oscillospira
580.T1,0.003882719045308,Letrozole,1,10,Oscillospira
581.T1,0.027900932579116,Letrozole,1,11,Oscillospira
582.T1,0.016805016692231,Letrozole,1,12,Oscillospira
583.T1,0.019024644315908,Letrozole,1,13,Oscillospira
584.T1,0.005735276691551,Letrozole,1,14,Oscillospira
585.T1,0.015755404470138,Letrozole,1,15,Oscillospira
586.T1,0.036408529741863,Letrozole,1,16,Oscillospira
570.T2,0.007242577177689,Placebo,2,1,Oscillospira
571.T2,0.024172835775797,Placebo,2,2,Oscillospira
572.T2,0.023314531291969,Placebo,2,3,Oscillospira
573.T2,0.015525155251553,Placebo,2,4,Oscillospira
574.T2,0.003563018961457,Placebo,2,5,Oscillospira
575.T2,0.028888688272998,Placebo,2,6,Oscillospira
576.T2,0.009087059896427,Placebo,2,7,Oscillospira
577.T2,0.037591655478674,Placebo,2,8,Oscillospira
578.T2,0.015938035302004,Letrozole,2,9,Oscillospira
580.T2,0.026889987947301,Letrozole,2,10,Oscillospira
581.T2,0.036574099233737,Letrozole,2,11,Oscillospira
582.T2,0.028629424451305,Letrozole,2,12,Oscillospira
583.T2,0.00914964658948,Letrozole,2,13,Oscillospira
584.T2,0.025739352739527,Letrozole,2,14,Oscillospira
585.T2,0.039346565958194,Letrozole,2,15,Oscillospira
586.T2,0.010672174885963,Letrozole,2,16,Oscillospira
570.T3,0.014445333139436,Placebo,3,1,Oscillospira
571.T3,0.022518793257608,Placebo,3,2,Oscillospira
572.T3,0.025288729589805,Placebo,3,3,Oscillospira
573.T3,0.017360653577547,Placebo,3,4,Oscillospira
574.T3,0.006062025946642,Placebo,3,5,Oscillospira
575.T3,0.044017910054652,Placebo,3,6,Oscillospira
576.T3,0.041762861376245,Placebo,3,7,Oscillospira
577.T3,0.005678766019492,Placebo,3,8,Oscillospira
578.T3,0.031272847338506,Letrozole,3,9,Oscillospira
580.T3,0.006114696890152,Letrozole,3,10,Oscillospira
581.T3,0.057724206568617,Letrozole,3,11,Oscillospira
582.T3,0.024170103441282,Letrozole,3,12,Oscillospira
583.T3,0.037608802759074,Letrozole,3,13,Oscillospira
584.T3,0.005157516948026,Letrozole,3,14,Oscillospira
585.T3,0.020391914008935,Letrozole,3,15,Oscillospira
586.T3,0.049172029792465,Letrozole,3,16,Oscillospira
570.T4,0.012684989429176,Placebo,4,1,Oscillospira
571.T4,0.028937293729373,Placebo,4,2,Oscillospira
572.T4,0.031889994148625,Placebo,4,3,Oscillospira
573.T4,0.028472382713196,Placebo,4,4,Oscillospira
574.T4,0.041159441805226,Placebo,4,5,Oscillospira
575.T4,0.031153093840943,Placebo,4,6,Oscillospira
576.T4,0.038044029623618,Placebo,4,7,Oscillospira
577.T4,0.0600506015387,Placebo,4,8,Oscillospira
578.T4,0.033412887828162,Letrozole,4,9,Oscillospira
581.T4,0.010346254655815,Letrozole,4,11,Oscillospira
582.T4,0.038540397587139,Letrozole,4,12,Oscillospira
583.T4,0.034976639689551,Letrozole,4,13,Oscillospira
584.T4,0.042228306655434,Letrozole,4,14,Oscillospira
585.T4,0.019508023132687,Letrozole,4,15,Oscillospira
586.T4,0.035800482703138,Letrozole,4,16,Oscillospira
570.T5,0.027437944470178,Placebo,5,1,Oscillospira
571.T5,0.018930476144717,Placebo,5,2,Oscillospira
572.T5,0.027908261950815,Placebo,5,3,Oscillospira
573.T5,0.019844008834898,Placebo,5,4,Oscillospira
574.T5,0.013099377375273,Placebo,5,5,Oscillospira
575.T5,0.012619424717723,Placebo,5,6,Oscillospira
576.T5,0.023204877760019,Placebo,5,7,Oscillospira
577.T5,0.062357875587448,Placebo,5,8,Oscillospira
578.T5,0.022813569872393,Letrozole,5,9,Oscillospira
580.T5,0.012433350634644,Letrozole,5,10,Oscillospira
581.T5,0.024273299370692,Letrozole,5,11,Oscillospira
582.T5,0.035151881517304,Letrozole,5,12,Oscillospira
583.T5,0.012375189107413,Letrozole,5,13,Oscillospira
584.T5,0.01506236761591,Letrozole,5,14,Oscillospira
585.T5,0.033988357017566,Letrozole,5,15,Oscillospira
586.T5,0.017258480460226,Letrozole,5,16,Oscillospira
