Subject,Abund,Treat,Time,Individual,OTU_name
D01L1F,0.247982812127,L,1,11,S24-7
D02L1F,0.734858493846039,L,1,12,S24-7
D03L1G,0.331389655479389,L,1,13,S24-7
D04L1G,0.217825771617374,L,1,14,S24-7
D05L1H,0.547246993373144,L,1,15,S24-7
D06L1H,0.414926372155291,L,1,16,S24-7
D07L1I,0.556102175969731,L,1,17,S24-7
D08L1I,0.390010570824528,L,1,18,S24-7
D09L1J,0.39728020240354,L,1,19,S24-7
D10L1J,0.429066543438076,L,1,20,S24-7
E01P2A,0.30458262613794,P,2,1,S24-7
E02P2A,0.534242858803918,P,2,2,S24-7
E03P2B,0.516813130946325,P,2,3,S24-7
E04P2B,0.271952197041465,P,2,4,S24-7
E05P2C,0.285679022503806,P,2,5,S24-7
E06P2C,0.699173141646244,P,2,6,S24-7
E07P2D,0.316454069337789,P,2,7,S24-7
E08P2D,0.358455662966943,P,2,8,S24-7
E09P2E,0.369706840390876,P,2,9,S24-7
E10P2E,0.451126236755319,P,2,10,S24-7
F01L2F,0.409280648429588,L,2,11,S24-7
F02L2F,0.220191952750092,L,2,12,S24-7
F03L2G,0.564217162213019,L,2,13,S24-7
F04L2G,0.407755831772515,L,2,14,S24-7
F05L2H,0.336480514262757,L,2,15,S24-7
F06L2H,0.360340576359995,L,2,16,S24-7
F07L2I,0.435969116080941,L,2,17,S24-7
F08L2I,0.447823911955973,L,2,18,S24-7
F09L2J,0.490354027706522,L,2,19,S24-7
F10L2J,0.324191866527635,L,2,20,S24-7
G01P3A,0.338031423290203,P,3,1,S24-7
G02P3A,0.345852438516047,P,3,2,S24-7
G03P3B,0.40220988848719,P,3,3,S24-7
G04P3B,0.339605765592206,P,3,4,S24-7
G05P3C,0.290913287681773,P,3,5,S24-7
G06P3C,0.527623661795736,P,3,6,S24-7
G07P3D,0.148777002605699,P,3,7,S24-7
G08P3D,0.222157989594314,P,3,8,S24-7
G09P3E,0.17219793858939,P,3,9,S24-7
G10P3E,0.116818351826455,P,3,10,S24-7
H01L3F,0.132337460524337,L,3,11,S24-7
H02L3F,0.534490566037738,L,3,12,S24-7
H03L3G,0.653678648162133,L,3,13,S24-7
H04L3G,0.465889747282968,L,3,14,S24-7
H05L3H,0.391596164692608,L,3,15,S24-7
H06L3H,0.428804509047758,L,3,16,S24-7
H07L3I,0.133971601384352,L,3,17,S24-7
H08L3I,0.460230389467908,L,3,18,S24-7
H09L3J,0.225155540608711,L,3,19,S24-7
H10L3J,0.487557668111284,L,3,20,S24-7
A01P4A,0.237712724110803,P,4,1,S24-7
A02P4A,0.284587225448121,P,4,2,S24-7
A03P4B,0.642808585024757,P,4,3,S24-7
A05P4C,0.362220816505277,P,4,5,S24-7
A06P4C,0.393910379165073,P,4,6,S24-7
A07P4D,0.2843265616421,P,4,7,S24-7
A08P4D,0.363361369337468,P,4,8,S24-7
A09P4E,0.043062706270627,P,4,9,S24-7
A10P4E,0.466110209444317,P,4,10,S24-7
B01L4F,0.35918769716088,L,4,11,S24-7
B02L4F,0.392715206235292,L,4,12,S24-7
B03L4G,0.320087395876004,L,4,13,S24-7
B04L4G,0.168392101115608,L,4,14,S24-7
B05L4H,0.59456035365788,L,4,15,S24-7
B06L4H,0.349664429530203,L,4,16,S24-7
B07L4I,0.379032258064512,L,4,17,S24-7
B08L4I,0.237834794498513,L,4,18,S24-7
B09L4J,0.354734517649386,L,4,19,S24-7
B10L4J,0.230879152999255,L,4,20,S24-7
C01P5A,0.514764546746754,P,5,1,S24-7
C02P5A,0.56862745098039,P,5,2,S24-7
C03P5B,0.353020308974134,P,5,3,S24-7
C04P5B,0.482521792726953,P,5,4,S24-7
C05P5C,0.220108606220172,P,5,5,S24-7
C06P5C,0.498849480282469,P,5,6,S24-7
C07P5D,0.32656160458453,P,5,7,S24-7
C08P5D,0.110396733499908,P,5,8,S24-7
C09P5E,0.102839199267303,P,5,9,S24-7
C10P5E,0.383001660790773,P,5,10,S24-7
D01L5F,0.355855124248825,L,5,11,S24-7
D02L5F,0.161914715719063,L,5,12,S24-7
D03L5G,0.386289717287969,L,5,13,S24-7
D04L5G,0.489315577578202,L,5,14,S24-7
D05L5H,0.193261020078467,L,5,15,S24-7
D06L5H,0.448170552651673,L,5,16,S24-7
D07L5I,0.340480274442536,L,5,17,S24-7
D08L5I,0.12005064456722,L,5,18,S24-7
D09L5J,0.450181870052061,L,5,19,S24-7
D10L5J,0.429941783540621,L,5,20,S24-7
C01P1A,0.002234836633442,P,1,1,Lactobaccillus
C02P1A,0.001832523304916,P,1,2,Lactobaccillus
C03P1B,0.003665543887458,P,1,3,Lactobaccillus
C04P1B,0.018476091937034,P,1,4,Lactobaccillus
C05P1C,0.006610692916425,P,1,5,Lactobaccillus
C06P1C,0.003200236325144,P,1,6,Lactobaccillus
C07P1D,0.060936311959159,P,1,7,Lactobaccillus
C08P1D,0.02865668280599,P,1,8,Lactobaccillus
C09P1E,0.015746191944678,P,1,9,Lactobaccillus
C10P1E,0.018520609824958,P,1,10,Lactobaccillus
D01L1F,0.003294342325137,L,1,11,Lactobaccillus
D02L1F,0.020374104721508,L,1,12,Lactobaccillus
D03L1G,0.004851776017093,L,1,13,Lactobaccillus
D04L1G,0.030381174953663,L,1,14,Lactobaccillus
D05L1H,0.004772423573045,L,1,15,Lactobaccillus
D06L1H,0.002576974564926,L,1,16,Lactobaccillus
D07L1I,0.032923368022706,L,1,17,Lactobaccillus
D08L1I,0.025713530655391,L,1,18,Lactobaccillus
D09L1J,0.009108159392789,L,1,19,Lactobaccillus
D10L1J,0.008703019100431,L,1,20,Lactobaccillus
E01P2A,0.02677056009875,P,2,1,Lactobaccillus
E02P2A,0.020037983023914,P,2,2,Lactobaccillus
E03P2B,0.014997458057956,P,2,3,Lactobaccillus
E04P2B,0.096553231800627,P,2,4,Lactobaccillus
E05P2C,0.002345003496935,P,2,5,Lactobaccillus
E06P2C,0.030789047243113,P,2,6,Lactobaccillus
E07P2D,0.005397937216849,P,2,7,Lactobaccillus
E08P2D,0.076799140708915,P,2,8,Lactobaccillus
E09P2E,0.008686210640608,P,2,9,Lactobaccillus
E10P2E,0.020980983790611,P,2,10,Lactobaccillus
F01L2F,0.003282674772036,L,2,11,Lactobaccillus
F02L2F,0.046511627906977,L,2,12,Lactobaccillus
F03L2G,0.02855664283026,L,2,13,Lactobaccillus
F04L2G,0.055635961178274,L,2,14,Lactobaccillus
F05L2H,0.005089058524173,L,2,15,Lactobaccillus
F06L2H,0.017529665587918,L,2,16,Lactobaccillus
F07L2I,0.021742988995385,L,2,17,Lactobaccillus
F08L2I,0.029264632316158,L,2,18,Lactobaccillus
F09L2J,0.013288866085172,L,2,19,Lactobaccillus
F10L2J,0.060271115745568,L,2,20,Lactobaccillus
G01P3A,0.017837338262477,P,3,1,Lactobaccillus
G02P3A,0.01725719049604,P,3,2,Lactobaccillus
G03P3B,0.223382045929019,P,3,3,Lactobaccillus
G04P3B,0.109394888025044,P,3,4,Lactobaccillus
G05P3C,0.004462568284989,P,3,5,Lactobaccillus
G06P3C,0.002422442760022,P,3,6,Lactobaccillus
G07P3D,0.29805833403379,P,3,7,Lactobaccillus
G08P3D,0.063216241031047,P,3,8,Lactobaccillus
G09P3E,0.054179483028439,P,3,9,Lactobaccillus
G10P3E,0.025994265054233,P,3,10,Lactobaccillus
H01L3F,0.00275703042759,L,3,11,Lactobaccillus
H02L3F,0.005509433962264,L,3,12,Lactobaccillus
H03L3G,0.007723128738169,L,3,13,Lactobaccillus
H04L3G,0.003928244074899,L,3,14,Lactobaccillus
H05L3H,0.018668922729837,L,3,15,Lactobaccillus
H06L3H,0.006328488084644,L,3,16,Lactobaccillus
H07L3I,0.015719507067309,L,3,17,Lactobaccillus
H08L3I,0.019042394796646,L,3,18,Lactobaccillus
H09L3J,0.005969396334286,L,3,19,Lactobaccillus
H10L3J,0.014119949671467,L,3,20,Lactobaccillus
A01P4A,0.009482009026541,P,4,1,Lactobaccillus
A02P4A,0.005617268366574,P,4,2,Lactobaccillus
A03P4B,0.06021171214917,P,4,3,Lactobaccillus
A05P4C,0.001946377305241,P,4,5,Lactobaccillus
A06P4C,0.017857142857143,P,4,6,Lactobaccillus
A07P4D,0.010432064873084,P,4,7,Lactobaccillus
A08P4D,0.030839604544784,P,4,8,Lactobaccillus
A09P4E,0.004514851485149,P,4,9,Lactobaccillus
A10P4E,0.013409073344153,P,4,10,Lactobaccillus
B01L4F,0.003746056782334,L,4,11,Lactobaccillus
B02L4F,0.03488058031408,L,4,12,Lactobaccillus
B03L4G,0.084937866994401,L,4,13,Lactobaccillus
B04L4G,0.035816928829692,L,4,14,Lactobaccillus
B05L4H,0.089627473179147,L,4,15,Lactobaccillus
B06L4H,0.003624161073826,L,4,16,Lactobaccillus
B07L4I,0.029617053386154,L,4,17,Lactobaccillus
B08L4I,0.00619319552803,L,4,18,Lactobaccillus
B09L4J,0.006492864440856,L,4,19,Lactobaccillus
B10L4J,0.041408203695885,L,4,20,Lactobaccillus
C01P5A,0.029987619789995,P,5,1,Lactobaccillus
C02P5A,0.041309727774605,P,5,2,Lactobaccillus
C03P5B,0.016446797431002,P,5,3,Lactobaccillus
C04P5B,0.070353086202342,P,5,4,Lactobaccillus
C05P5C,0.003126542701991,P,5,5,Lactobaccillus
C06P5C,0.010711735301119,P,5,6,Lactobaccillus
C07P5D,0.002263610315186,P,5,7,Lactobaccillus
C08P5D,0.00213297580596,P,5,8,Lactobaccillus
C09P5E,0.007174320729208,P,5,9,Lactobaccillus
C10P5E,0.058535590454824,P,5,10,Lactobaccillus
D01L5F,0.034188728276758,L,5,11,Lactobaccillus
D02L5F,0.012290969899666,L,5,12,Lactobaccillus
D03L5G,0.057042782086565,L,5,13,Lactobaccillus
D04L5G,0.006813254877671,L,5,14,Lactobaccillus
D05L5H,0.016847449803831,L,5,15,Lactobaccillus
D06L5H,0.031538145298643,L,5,16,Lactobaccillus
D07L5I,0.00905279207166,L,5,17,Lactobaccillus
D08L5I,0.006023634131369,L,5,18,Lactobaccillus
D09L5J,0.045075244276443,L,5,19,Lactobaccillus
D10L5J,0.124834612331305,L,5,20,Lactobaccillus
C01P1A,0.02663925267063,P,1,1,Lachnospiraceae
C02P1A,0.002589435104773,P,1,2,Lachnospiraceae
C03P1B,0.03758008057592,P,1,3,Lachnospiraceae
C04P1B,0.010346611484739,P,1,4,Lachnospiraceae
C05P1C,0.022775525960239,P,1,5,Lachnospiraceae
C06P1C,0.006498941460292,P,1,6,Lachnospiraceae
C07P1D,0.020710380535139,P,1,7,Lachnospiraceae
C08P1D,0.048699470780318,P,1,8,Lachnospiraceae
C09P1E,0.007989907485282,P,1,9,Lachnospiraceae
C10P1E,0.0171654432524,P,1,10,Lachnospiraceae
D01L1F,0.033993793268083,L,1,11,Lachnospiraceae
D02L1F,0.02134761143175,L,1,12,Lachnospiraceae
D03L1G,0.038591649603846,L,1,13,Lachnospiraceae
D04L1G,0.067773390281248,L,1,14,Lachnospiraceae
D05L1H,0.019280591235103,L,1,15,Lachnospiraceae
D06L1H,0.014424364123159,L,1,16,Lachnospiraceae
D07L1I,0.009902239041312,L,1,17,Lachnospiraceae
D08L1I,0.027748414376321,L,1,18,Lachnospiraceae
D09L1J,0.02460468058191,L,1,19,Lachnospiraceae
D10L1J,0.048367221195317,L,1,20,Lachnospiraceae
E01P2A,0.025459034099676,P,2,1,Lachnospiraceae
E02P2A,0.010425952482462,P,2,2,Lachnospiraceae
E03P2B,0.009550439392839,P,2,3,Lachnospiraceae
E04P2B,0.011258471179771,P,2,4,Lachnospiraceae
E05P2C,0.022421524663677,P,2,5,Lachnospiraceae
E06P2C,0.005235384551461,P,2,6,Lachnospiraceae
E07P2D,0.035697072904283,P,2,7,Lachnospiraceae
E08P2D,0.012889366272825,P,2,8,Lachnospiraceae
E09P2E,0.013417093221654,P,2,9,Lachnospiraceae
E10P2E,0.020630131218862,P,2,10,Lachnospiraceae
F01L2F,0.013373860182371,L,2,11,Lachnospiraceae
F02L2F,0.022000738279808,L,2,12,Lachnospiraceae
F03L2G,0.013690252164095,L,2,13,Lachnospiraceae
F04L2G,0.013749361484761,L,2,14,Lachnospiraceae
F05L2H,0.108678184009642,L,2,15,Lachnospiraceae
F06L2H,0.052897210664201,L,2,16,Lachnospiraceae
F07L2I,0.022231096911608,L,2,17,Lachnospiraceae
F08L2I,0.028364182091046,L,2,18,Lachnospiraceae
F09L2J,0.036993329912776,L,2,19,Lachnospiraceae
F10L2J,0.025599582898853,L,2,20,Lachnospiraceae
G01P3A,0.036229205175601,P,3,1,Lachnospiraceae
G02P3A,0.045644018340975,P,3,2,Lachnospiraceae
G03P3B,0.017821681348338,P,3,3,Lachnospiraceae
G04P3B,0.014413980529086,P,3,4,Lachnospiraceae
G05P3C,0.016965453566208,P,3,5,Lachnospiraceae
G06P3C,0.009728842697507,P,3,6,Lachnospiraceae
G07P3D,0.012482138354207,P,3,7,Lachnospiraceae
G08P3D,0.033767470330194,P,3,8,Lachnospiraceae
G09P3E,0.056122173654957,P,3,9,Lachnospiraceae
G10P3E,0.04382246602668,P,3,10,Lachnospiraceae
H01L3F,0.066469497217906,L,3,11,Lachnospiraceae
H02L3F,0.037584905660377,L,3,12,Lachnospiraceae
H03L3G,0.025375994425411,L,3,13,Lachnospiraceae
H04L3G,0.057396010649906,L,3,14,Lachnospiraceae
H05L3H,0.033389734912578,L,3,15,Lachnospiraceae
H06L3H,0.04602986255315,L,3,16,Lachnospiraceae
H07L3I,0.021703270045606,L,3,17,Lachnospiraceae
H08L3I,0.037614607005721,L,3,18,Lachnospiraceae
H09L3J,0.039389608205818,L,3,19,Lachnospiraceae
H10L3J,0.032503844540752,L,3,20,Lachnospiraceae
A01P4A,0.033746014657778,P,4,1,Lachnospiraceae
A02P4A,0.051123453673315,P,4,2,Lachnospiraceae
A03P4B,0.013110614742158,P,4,3,Lachnospiraceae
A05P4C,0.033429030217508,P,4,5,Lachnospiraceae
A06P4C,0.010101493680582,P,4,6,Lachnospiraceae
A07P4D,0.042361785699202,P,4,7,Lachnospiraceae
A08P4D,0.066622399291722,P,4,8,Lachnospiraceae
A09P4E,0.045122112211221,P,4,9,Lachnospiraceae
A10P4E,0.029639075662725,P,4,10,Lachnospiraceae
B01L4F,0.028194006309148,L,4,11,Lachnospiraceae
B02L4F,0.033954547208396,L,4,12,Lachnospiraceae
B03L4G,0.014702535390778,L,4,13,Lachnospiraceae
B04L4G,0.079236070335919,L,4,14,Lachnospiraceae
B05L4H,0.006604129602674,L,4,15,Lachnospiraceae
B06L4H,0.063087248322148,L,4,16,Lachnospiraceae
B07L4I,0.022354272778721,L,4,17,Lachnospiraceae
B08L4I,0.048017373119923,L,4,18,Lachnospiraceae
B09L4J,0.052733924392736,L,4,19,Lachnospiraceae
B10L4J,0.022409145529538,L,4,20,Lachnospiraceae
C01P5A,0.009376862763079,P,5,1,Lachnospiraceae
C02P5A,0.026936988387588,P,5,2,Lachnospiraceae
C03P5B,0.033197361569172,P,5,3,Lachnospiraceae
C04P5B,0.013339790437616,P,5,4,Lachnospiraceae
C05P5C,0.029455323350337,P,5,5,Lachnospiraceae
C06P5C,0.025866857097517,P,5,6,Lachnospiraceae
C07P5D,0.039942693409742,P,5,7,Lachnospiraceae
C08P5D,0.05527454445731,P,5,8,Lachnospiraceae
C09P5E,0.035588119848227,P,5,9,Lachnospiraceae
C10P5E,0.020483086157163,P,5,10,Lachnospiraceae
D01L5F,0.017784635374371,L,5,11,Lachnospiraceae
D02L5F,0.065384615384616,L,5,12,Lachnospiraceae
D03L5G,0.031023267450588,L,5,13,Lachnospiraceae
D04L5G,0.08761226385878,L,5,14,Lachnospiraceae
D05L5H,0.084421878606047,L,5,15,Lachnospiraceae
D06L5H,0.006930169730428,L,5,16,Lachnospiraceae
D07L5I,0.027968362874023,L,5,17,Lachnospiraceae
D08L5I,0.047038060159607,L,5,18,Lachnospiraceae
D09L5J,0.032451323015477,L,5,19,Lachnospiraceae
D10L5J,0.00793860809738,L,5,20,Lachnospiraceae
C01P1A,0.038126312966522,P,1,1,Rikenellacea
C02P1A,0.002987809736276,P,1,2,Rikenellacea
C03P1B,0.01195429628162,P,1,3,Rikenellacea
C04P1B,0.023723302047151,P,1,4,Rikenellacea
C05P1C,0.025525960239336,P,1,5,Rikenellacea
C06P1C,0.009206833735414,P,1,6,Rikenellacea
C07P1D,0.02856729063326,P,1,7,Rikenellacea
C08P1D,0.019817588109447,P,1,8,Rikenellacea
C09P1E,0.014064106158303,P,1,9,Rikenellacea
C10P1E,0.008055712403539,P,1,10,Rikenellacea
D01L1F,0.041632847935068,L,1,11,Rikenellacea
D02L1F,0.004658924970447,L,1,12,Rikenellacea
D03L1G,0.006543220867088,L,1,13,Rikenellacea
D04L1G,0.023208961237811,L,1,14,Rikenellacea
D05L1H,0.007008644904415,L,1,15,Rikenellacea
D06L1H,0.021285140562249,L,1,16,Rikenellacea
D07L1I,0.006307158625039,L,1,17,Rikenellacea
D08L1I,0.007584566596195,L,1,18,Rikenellacea
D09L1J,0.016698292220114,L,1,19,Rikenellacea
D10L1J,0.005930375847197,L,1,20,Rikenellacea
E01P2A,0.102299027927789,P,2,1,Rikenellacea
E02P2A,0.007170264718422,P,2,2,Rikenellacea
E03P2B,0.008097901082141,P,2,3,Rikenellacea
E04P2B,0.071340085987029,P,2,4,Rikenellacea
E05P2C,0.02386143909162,P,2,5,Rikenellacea
E06P2C,0.013254664062825,P,2,6,Rikenellacea
E07P2D,0.022137968704816,P,2,7,Rikenellacea
E08P2D,0.036221506146318,P,2,8,Rikenellacea
E09P2E,0.014076314564914,P,2,9,Rikenellacea
E10P2E,0.039365658550277,P,2,10,Rikenellacea
F01L2F,0.049118541033435,L,2,11,Rikenellacea
F02L2F,0.054964931709118,L,2,12,Rikenellacea
F03L2G,0.006915694392172,L,2,13,Rikenellacea
F04L2G,0.00945002554061,L,2,14,Rikenellacea
F05L2H,0.024173027989822,L,2,15,Rikenellacea
F06L2H,0.083988287871783,L,2,16,Rikenellacea
F07L2I,0.011980830670927,L,2,17,Rikenellacea
F08L2I,0.008904452226113,L,2,18,Rikenellacea
F09L2J,0.011595690097486,L,2,19,Rikenellacea
F10L2J,0.021637122002086,L,2,20,Rikenellacea
G01P3A,0.028373382624769,P,3,1,Rikenellacea
G02P3A,0.009253855773239,P,3,2,Rikenellacea
G03P3B,0.016905137736137,P,3,3,Rikenellacea
G04P3B,0.037703395369638,P,3,4,Rikenellacea
G05P3C,0.113833961683465,P,3,5,Rikenellacea
G06P3C,0.008322263030398,P,3,6,Rikenellacea
G07P3D,0.069198117172396,P,3,7,Rikenellacea
G08P3D,0.02717040160506,P,3,8,Rikenellacea
G09P3E,0.027251632399763,P,3,9,Rikenellacea
G10P3E,0.046939284378507,P,3,10,Rikenellacea
H01L3F,0.054940097247982,L,3,11,Rikenellacea
H02L3F,0.014566037735849,L,3,12,Rikenellacea
H03L3G,0.006561755995587,L,3,13,Rikenellacea
H04L3G,0.007376369429532,L,3,14,Rikenellacea
H05L3H,0.019853355893965,L,3,15,Rikenellacea
H06L3H,0.015672896272125,L,3,16,Rikenellacea
H07L3I,0.037455121777663,L,3,17,Rikenellacea
H08L3I,0.008071467753311,L,3,18,Rikenellacea
H09L3J,0.057339835211031,L,3,19,Rikenellacea
H10L3J,0.021319725989096,L,3,20,Rikenellacea
A01P4A,0.04658192207362,P,4,1,Rikenellacea
A02P4A,0.021269881343095,P,4,2,Rikenellacea
A03P4B,0.017917840147616,P,4,3,Rikenellacea
A05P4C,0.043160916743711,P,4,5,Rikenellacea
A06P4C,0.013404825737266,P,4,6,Rikenellacea
A07P4D,0.081513705283609,P,4,7,Rikenellacea
A08P4D,0.055703113472038,P,4,8,Rikenellacea
A09P4E,0.034376237623762,P,4,9,Rikenellacea
A10P4E,0.081381868768838,P,4,10,Rikenellacea
B01L4F,0.036790220820189,L,4,11,Rikenellacea
B02L4F,0.011845506810202,L,4,12,Rikenellacea
B03L4G,0.014657016705358,L,4,13,Rikenellacea
B04L4G,0.03217033900924,L,4,14,Rikenellacea
B05L4H,0.033344115585746,L,4,15,Rikenellacea
B06L4H,0.051543624161074,L,4,16,Rikenellacea
B07L4I,0.069562346727033,L,4,17,Rikenellacea
B08L4I,0.03136813319392,L,4,18,Rikenellacea
B09L4J,0.022247124353186,L,4,19,Rikenellacea
B10L4J,0.03254197655159,L,4,20,Rikenellacea
C01P5A,0.033609977532212,P,5,1,Rikenellacea
C02P5A,0.01070816676185,P,5,2,Rikenellacea
C03P5B,0.020091997917028,P,5,3,Rikenellacea
C04P5B,0.014792638901118,P,5,4,Rikenellacea
C05P5C,0.05476386374856,P,5,5,Rikenellacea
C06P5C,0.00975958105213,P,5,6,Rikenellacea
C07P5D,0.039598853868195,P,5,7,Rikenellacea
C08P5D,0.015266012554086,P,5,8,Rikenellacea
C09P5E,0.024554058179598,P,5,9,Rikenellacea
C10P5E,0.06092479822849,P,5,10,Rikenellacea
D01L5F,0.011044339775865,L,5,11,Rikenellacea
D02L5F,0.042307692307692,L,5,12,Rikenellacea
D03L5G,0.022516887665749,L,5,13,Rikenellacea
D04L5G,0.010065035614741,L,5,14,Rikenellacea
D05L5H,0.024648049849989,L,5,15,Rikenellacea
D06L5H,0.03717624948611,L,5,16,Rikenellacea
D07L5I,0.049123308557271,L,5,17,Rikenellacea
D08L5I,0.03683241252302,L,5,18,Rikenellacea
D09L5J,0.024605948220526,L,5,19,Rikenellacea
D10L5J,0.101548028578989,L,5,20,Rikenellacea
C01P1A,0.000625754257364,P,1,1,Desulfovibrio
C02P1A,0.000119512389451,P,1,2,Desulfovibrio
C03P1B,0.000759527111816,P,1,3,Desulfovibrio
C04P1B,0.000147808735496,P,1,4,Desulfovibrio
C05P1C,0.000965064659332,P,1,5,Desulfovibrio
C06P1C,0.000393875240018,P,1,6,Desulfovibrio
C07P1D,0.003331040225931,P,1,7,Desulfovibrio
C08P1D,0.00118229929062,P,1,8,Desulfovibrio
C09P1E,0.000560695262125,P,1,9,Desulfovibrio
C10P1E,0.00060229625447,P,1,10,Desulfovibrio
D01L1F,0.000811649558367,L,1,11,Desulfovibrio
D02L1F,0.000834434323065,L,1,12,Desulfovibrio
D03L1G,0.001246327784207,L,1,13,Desulfovibrio
D04L1G,0.003223466838585,L,1,14,Desulfovibrio
D05L1H,0.000845400747225,L,1,15,Desulfovibrio
D06L1H,0.003078982597055,L,1,16,Desulfovibrio
D07L1I,0.000126143172501,L,1,17,Desulfovibrio
D08L1I,0.000951374207188,L,1,18,Desulfovibrio
D09L1J,0.000759013282732,L,1,19,Desulfovibrio
D10L1J,0.001309303758472,L,1,20,Desulfovibrio
E01P2A,0.000154297176362,P,2,1,Desulfovibrio
E02P2A,0.000310065501337,P,2,2,Desulfovibrio
E03P2B,0.00029050766214,P,2,3,Desulfovibrio
E04P2B,0.000655833272608,P,2,4,Desulfovibrio
E05P2C,0.004196322047147,P,2,5,Desulfovibrio
E06P2C,0.00024930402626,P,2,6,Desulfovibrio
E07P2D,0.001799312405616,P,2,7,Desulfovibrio
E08P2D,0.001074113856069,P,2,8,Desulfovibrio
E09P2E,0.000581665891112,P,2,9,Desulfovibrio
E10P2E,0.000350852571749,P,2,10,Desulfovibrio
F01L2F,0.000405268490375,L,2,11,Desulfovibrio
F02L2F,0.00531561461794,L,2,12,Desulfovibrio
F03L2G,0.002070003763643,L,2,13,Desulfovibrio
F04L2G,0.000340541460923,L,2,14,Desulfovibrio
F05L2H,0.002008838891121,L,2,15,Desulfovibrio
F06L2H,0.002350130990908,L,2,16,Desulfovibrio
F07L2I,0.001064962726305,L,2,17,Desulfovibrio
F08L2I,0.001550775387694,L,2,18,Desulfovibrio
F09L2J,0.000667008722422,L,2,19,Desulfovibrio
F10L2J,0.001511991657977,L,2,20,Desulfovibrio
G01P3A,0.001293900184843,P,3,1,Desulfovibrio
G02P3A,0.002125885785744,P,3,2,Desulfovibrio
G03P3B,0.001884006313967,P,3,3,Desulfovibrio
G04P3B,0.000412810898208,P,3,4,Desulfovibrio
G05P3C,0.000807878741248,P,3,5,Desulfovibrio
G06P3C,0.00269594436196,P,3,6,Desulfovibrio
G07P3D,0.000987643943851,P,3,7,Desulfovibrio
G08P3D,0.007073145849628,P,3,8,Desulfovibrio
G09P3E,0.001942690626518,P,3,9,Desulfovibrio
G10P3E,0.001558409175913,P,3,10,Desulfovibrio
H01L3F,0.002656774775678,L,3,11,Desulfovibrio
H02L3F,0.003924528301887,L,3,12,Desulfovibrio
H03L3G,0.001393647291098,L,3,13,Desulfovibrio
H04L3G,0.002226004975776,L,3,14,Desulfovibrio
H05L3H,0.001522842639594,L,3,15,Desulfovibrio
H06L3H,0.004598042123999,L,3,16,Desulfovibrio
H07L3I,0.001973024549601,L,3,17,Desulfovibrio
H08L3I,0.003918188229763,L,3,18,Desulfovibrio
H09L3J,0.001261140070624,L,3,19,Desulfovibrio
H10L3J,0.000838808891374,L,3,20,Desulfovibrio
A01P4A,0.000745310753178,P,4,1,Desulfovibrio
A02P4A,0.005680383741479,P,4,2,Desulfovibrio
A03P4B,0.000922598815189,P,4,3,Desulfovibrio
A05P4C,0.002530290496813,P,4,5,Desulfovibrio
A06P4C,0.001148985063194,P,4,6,Desulfovibrio
A07P4D,0.001816108459687,P,4,7,Desulfovibrio
A08P4D,0.002582263538439,P,4,8,Desulfovibrio
A09P4E,0.000712871287129,P,4,9,Desulfovibrio
A10P4E,0.001429785918541,P,4,10,Desulfovibrio
B01L4F,0.003470031545741,L,4,11,Desulfovibrio
B02L4F,0.014855114403673,L,4,12,Desulfovibrio
B03L4G,0.002002822158496,L,4,13,Desulfovibrio
B04L4G,0.005995240891251,L,4,14,Desulfovibrio
B05L4H,0.000296511941345,L,4,15,Desulfovibrio
B06L4H,0.003355704697987,L,4,16,Desulfovibrio
B07L4I,0.00089605734767,L,4,17,Desulfovibrio
B08L4I,0.003458537762407,L,4,18,Desulfovibrio
B09L4J,0.001219472001582,L,4,19,Desulfovibrio
B10L4J,0.000746971517651,L,4,20,Desulfovibrio
C01P5A,0.000114631574121,P,5,1,Desulfovibrio
C02P5A,0.002807919284219,P,5,2,Desulfovibrio
C03P5B,0.001345252560319,P,5,3,Desulfovibrio
C04P5B,0.000484282821168,P,5,4,Desulfovibrio
C05P5C,0.001086062201744,P,5,5,Desulfovibrio
C06P5C,0.000476077124494,P,5,6,Desulfovibrio
C07P5D,0.001404011461318,P,5,7,Desulfovibrio
C08P5D,0.003260405874825,P,5,8,Desulfovibrio
C09P5E,0.001395612543068,P,5,9,Desulfovibrio
C10P5E,0.0004370502025,P,5,10,Desulfovibrio
D01L5F,0.000812083807049,L,5,11,Desulfovibrio
D02L5F,0.027299331103679,L,5,12,Desulfovibrio
D03L5G,0.004128096072054,L,5,13,Desulfovibrio
D04L5G,0.00071229482812,L,5,14,Desulfovibrio
D05L5H,0.014308792984076,L,5,15,Desulfovibrio
D06L5H,0.000234921007811,L,5,16,Desulfovibrio
D07L5I,0.001810558414332,L,5,17,Desulfovibrio
D08L5I,0.005026089625537,L,5,18,Desulfovibrio
D09L5J,0.000927180657585,L,5,19,Desulfovibrio
D10L5J,0.00072770574226,L,5,20,Desulfovibrio
